userId	geneSymbol	geneName	entrezgene	gLink
AFG3L2	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939	https://www.ncbi.nlm.nih.gov/gene/?term=10939
NDUFS5	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	4725	https://www.ncbi.nlm.nih.gov/gene/?term=4725
ZGLP1	ZGLP1	zinc finger GATA like protein 1	100125288	https://www.ncbi.nlm.nih.gov/gene/?term=100125288
GPCPD1	GPCPD1	glycerophosphocholine phosphodiesterase 1	56261	https://www.ncbi.nlm.nih.gov/gene/?term=56261
GGA3	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	23163	https://www.ncbi.nlm.nih.gov/gene/?term=23163
MT2A	MT2A	metallothionein 2A	4502	https://www.ncbi.nlm.nih.gov/gene/?term=4502
ZSCAN16-AS1	ZSCAN16-AS1	ZSCAN16 antisense RNA 1	100129195	https://www.ncbi.nlm.nih.gov/gene/?term=100129195
SIPA1	SIPA1	signal-induced proliferation-associated 1	6494	https://www.ncbi.nlm.nih.gov/gene/?term=6494
FGD4	FGD4	FYVE, RhoGEF and PH domain containing 4	121512	https://www.ncbi.nlm.nih.gov/gene/?term=121512
MT1X	MT1X	metallothionein 1X	4501	https://www.ncbi.nlm.nih.gov/gene/?term=4501
MYADM	MYADM	myeloid associated differentiation marker	91663	https://www.ncbi.nlm.nih.gov/gene/?term=91663
SLCO3A1	SLCO3A1	solute carrier organic anion transporter family member 3A1	28232	https://www.ncbi.nlm.nih.gov/gene/?term=28232
WDR26	WDR26	WD repeat domain 26	80232	https://www.ncbi.nlm.nih.gov/gene/?term=80232
MYL6	MYL6	myosin light chain 6	4637	https://www.ncbi.nlm.nih.gov/gene/?term=4637
RAB27A	RAB27A	RAB27A, member RAS oncogene family	5873	https://www.ncbi.nlm.nih.gov/gene/?term=5873
STK11	STK11	serine/threonine kinase 11	6794	https://www.ncbi.nlm.nih.gov/gene/?term=6794
MROH6	MROH6	maestro heat like repeat family member 6	642475	https://www.ncbi.nlm.nih.gov/gene/?term=642475
LFNG	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	3955	https://www.ncbi.nlm.nih.gov/gene/?term=3955
ADAM17	ADAM17	ADAM metallopeptidase domain 17	6868	https://www.ncbi.nlm.nih.gov/gene/?term=6868
CDYL	CDYL	chromodomain Y like	9425	https://www.ncbi.nlm.nih.gov/gene/?term=9425
NOL3	NOL3	nucleolar protein 3	8996	https://www.ncbi.nlm.nih.gov/gene/?term=8996
IRAK3	IRAK3	interleukin 1 receptor associated kinase 3	11213	https://www.ncbi.nlm.nih.gov/gene/?term=11213
HEATR5A	HEATR5A	HEAT repeat containing 5A	25938	https://www.ncbi.nlm.nih.gov/gene/?term=25938
LACTB	LACTB	lactamase beta	114294	https://www.ncbi.nlm.nih.gov/gene/?term=114294
NUFIP2	NUFIP2	nuclear FMR1 interacting protein 2	57532	https://www.ncbi.nlm.nih.gov/gene/?term=57532
BCL6	BCL6	BCL6 transcription repressor	604	https://www.ncbi.nlm.nih.gov/gene/?term=604
COX5B	COX5B	cytochrome c oxidase subunit 5B	1329	https://www.ncbi.nlm.nih.gov/gene/?term=1329
METTL22	METTL22	methyltransferase 22, Kin17 lysine	79091	https://www.ncbi.nlm.nih.gov/gene/?term=79091
ZNF44	ZNF44	zinc finger protein 44	51710	https://www.ncbi.nlm.nih.gov/gene/?term=51710
FCAR	FCAR	Fc alpha receptor	2204	https://www.ncbi.nlm.nih.gov/gene/?term=2204
MBD3	MBD3	methyl-CpG binding domain protein 3	53615	https://www.ncbi.nlm.nih.gov/gene/?term=53615
PGP	PGP	phosphoglycolate phosphatase	283871	https://www.ncbi.nlm.nih.gov/gene/?term=283871
TUG1	TUG1	taurine up-regulated 1	55000	https://www.ncbi.nlm.nih.gov/gene/?term=55000
SLC15A3	SLC15A3	solute carrier family 15 member 3	51296	https://www.ncbi.nlm.nih.gov/gene/?term=51296
SEC24C	SEC24C	SEC24 homolog C, COPII coat complex component	9632	https://www.ncbi.nlm.nih.gov/gene/?term=9632
COQ7	COQ7	coenzyme Q7, hydroxylase	10229	https://www.ncbi.nlm.nih.gov/gene/?term=10229
TP53INP2	TP53INP2	tumor protein p53 inducible nuclear protein 2	58476	https://www.ncbi.nlm.nih.gov/gene/?term=58476
UBC	UBC	ubiquitin C	7316	https://www.ncbi.nlm.nih.gov/gene/?term=7316
RPS12	RPS12	ribosomal protein S12	6206	https://www.ncbi.nlm.nih.gov/gene/?term=6206
ZNF787	ZNF787	zinc finger protein 787	126208	https://www.ncbi.nlm.nih.gov/gene/?term=126208
ANKRD9	ANKRD9	ankyrin repeat domain 9	122416	https://www.ncbi.nlm.nih.gov/gene/?term=122416
PRRG2	PRRG2	proline rich and Gla domain 2	5639	https://www.ncbi.nlm.nih.gov/gene/?term=5639
NRGN	NRGN	neurogranin	4900	https://www.ncbi.nlm.nih.gov/gene/?term=4900
ATRN	ATRN	attractin	8455	https://www.ncbi.nlm.nih.gov/gene/?term=8455
TCF25	TCF25	transcription factor 25	22980	https://www.ncbi.nlm.nih.gov/gene/?term=22980
BAP1	BAP1	BRCA1 associated protein 1	8314	https://www.ncbi.nlm.nih.gov/gene/?term=8314
PRDM2	PRDM2	PR/SET domain 2	7799	https://www.ncbi.nlm.nih.gov/gene/?term=7799
NUMA1	NUMA1	nuclear mitotic apparatus protein 1	4926	https://www.ncbi.nlm.nih.gov/gene/?term=4926
SNORD3D	SNORD3D	small nucleolar RNA, C/D box 3D	780854	https://www.ncbi.nlm.nih.gov/gene/?term=780854
ITGAE	ITGAE	integrin subunit alpha E	3682	https://www.ncbi.nlm.nih.gov/gene/?term=3682
RABGEF1	RABGEF1	RAB guanine nucleotide exchange factor 1	27342	https://www.ncbi.nlm.nih.gov/gene/?term=27342
CDKN1A	CDKN1A	cyclin dependent kinase inhibitor 1A	1026	https://www.ncbi.nlm.nih.gov/gene/?term=1026
NSUN6	NSUN6	NOP2/Sun RNA methyltransferase 6	221078	https://www.ncbi.nlm.nih.gov/gene/?term=221078
MEFV	MEFV	MEFV innate immunity regulator, pyrin	4210	https://www.ncbi.nlm.nih.gov/gene/?term=4210
KDM4B	KDM4B	lysine demethylase 4B	23030	https://www.ncbi.nlm.nih.gov/gene/?term=23030
NAP1L4	NAP1L4	nucleosome assembly protein 1 like 4	4676	https://www.ncbi.nlm.nih.gov/gene/?term=4676
CWF19L2	CWF19L2	CWF19 like cell cycle control factor 2	143884	https://www.ncbi.nlm.nih.gov/gene/?term=143884
STK17B	STK17B	serine/threonine kinase 17b	9262	https://www.ncbi.nlm.nih.gov/gene/?term=9262
PAN2	PAN2	poly(A) specific ribonuclease subunit PAN2	9924	https://www.ncbi.nlm.nih.gov/gene/?term=9924
SLC19A1	SLC19A1	solute carrier family 19 member 1	6573	https://www.ncbi.nlm.nih.gov/gene/?term=6573
PADI2	PADI2	peptidyl arginine deiminase 2	11240	https://www.ncbi.nlm.nih.gov/gene/?term=11240
TMEM191C	TMEM191C	transmembrane protein 191C	645426	https://www.ncbi.nlm.nih.gov/gene/?term=645426
ZNF429	ZNF429	zinc finger protein 429	353088	https://www.ncbi.nlm.nih.gov/gene/?term=353088
IMPDH1	IMPDH1	inosine monophosphate dehydrogenase 1	3614	https://www.ncbi.nlm.nih.gov/gene/?term=3614
PIK3CD	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	5293	https://www.ncbi.nlm.nih.gov/gene/?term=5293
KLHL18	KLHL18	kelch like family member 18	23276	https://www.ncbi.nlm.nih.gov/gene/?term=23276
ZNF467	ZNF467	zinc finger protein 467	168544	https://www.ncbi.nlm.nih.gov/gene/?term=168544
TTLL4	TTLL4	tubulin tyrosine ligase like 4	9654	https://www.ncbi.nlm.nih.gov/gene/?term=9654
LINC01004	LINC01004	long intergenic non-protein coding RNA 1004	100216546	https://www.ncbi.nlm.nih.gov/gene/?term=100216546
