userId	geneSymbol	geneName	entrezgene	gLink
PCCB	PCCB	propionyl-CoA carboxylase subunit beta	5096	https://www.ncbi.nlm.nih.gov/gene/?term=5096
TMEM165	TMEM165	transmembrane protein 165	55858	https://www.ncbi.nlm.nih.gov/gene/?term=55858
CTNNBL1	CTNNBL1	catenin beta like 1	56259	https://www.ncbi.nlm.nih.gov/gene/?term=56259
POLD2	POLD2	DNA polymerase delta 2, accessory subunit	5425	https://www.ncbi.nlm.nih.gov/gene/?term=5425
RAP1B	RAP1B	RAP1B, member of RAS oncogene family	5908	https://www.ncbi.nlm.nih.gov/gene/?term=5908
EIF2S1	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	1965	https://www.ncbi.nlm.nih.gov/gene/?term=1965
PRPSAP2	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	5636	https://www.ncbi.nlm.nih.gov/gene/?term=5636
ISOC2	ISOC2	isochorismatase domain containing 2	79763	https://www.ncbi.nlm.nih.gov/gene/?term=79763
SPNS1	SPNS1	SPNS lysolipid transporter 1, lysophospholipid	83985	https://www.ncbi.nlm.nih.gov/gene/?term=83985
YTHDF2	YTHDF2	YTH N6-methyladenosine RNA binding protein F2	51441	https://www.ncbi.nlm.nih.gov/gene/?term=51441
ARPC1A	ARPC1A	actin related protein 2/3 complex subunit 1A	10552	https://www.ncbi.nlm.nih.gov/gene/?term=10552
SMS	SMS	spermine synthase	6611	https://www.ncbi.nlm.nih.gov/gene/?term=6611
PTMS	PTMS	parathymosin	5763	https://www.ncbi.nlm.nih.gov/gene/?term=5763
KHDRBS1	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	10657	https://www.ncbi.nlm.nih.gov/gene/?term=10657
NIPSNAP3A	NIPSNAP3A	nipsnap homolog 3A	25934	https://www.ncbi.nlm.nih.gov/gene/?term=25934
SP140	SP140	SP140 nuclear body protein	11262	https://www.ncbi.nlm.nih.gov/gene/?term=11262
MSL3	MSL3	MSL complex subunit 3	10943	https://www.ncbi.nlm.nih.gov/gene/?term=10943
COPS8	COPS8	COP9 signalosome subunit 8	10920	https://www.ncbi.nlm.nih.gov/gene/?term=10920
PPP1R14B	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	26472	https://www.ncbi.nlm.nih.gov/gene/?term=26472
EMC7	EMC7	ER membrane protein complex subunit 7	56851	https://www.ncbi.nlm.nih.gov/gene/?term=56851
DNAJA1	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	3301	https://www.ncbi.nlm.nih.gov/gene/?term=3301
ABCF2	ABCF2	ATP binding cassette subfamily F member 2	10061	https://www.ncbi.nlm.nih.gov/gene/?term=10061
GOLT1B	GOLT1B	golgi transport 1B	51026	https://www.ncbi.nlm.nih.gov/gene/?term=51026
TUFM	TUFM	Tu translation elongation factor, mitochondrial	7284	https://www.ncbi.nlm.nih.gov/gene/?term=7284
P2RY6	P2RY6	pyrimidinergic receptor P2Y6	5031	https://www.ncbi.nlm.nih.gov/gene/?term=5031
REC8	REC8	REC8 meiotic recombination protein	9985	https://www.ncbi.nlm.nih.gov/gene/?term=9985
CCNC	CCNC	cyclin C	892	https://www.ncbi.nlm.nih.gov/gene/?term=892
MTRR	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	4552	https://www.ncbi.nlm.nih.gov/gene/?term=4552
TPM4	TPM4	tropomyosin 4	7171	https://www.ncbi.nlm.nih.gov/gene/?term=7171
GTF2A2	GTF2A2	general transcription factor IIA subunit 2	2958	https://www.ncbi.nlm.nih.gov/gene/?term=2958
VPS4A	VPS4A	vacuolar protein sorting 4 homolog A	27183	https://www.ncbi.nlm.nih.gov/gene/?term=27183
GSTT1	GSTT1	glutathione S-transferase theta 1	2952	https://www.ncbi.nlm.nih.gov/gene/?term=2952
PPA2	PPA2	inorganic pyrophosphatase 2	27068	https://www.ncbi.nlm.nih.gov/gene/?term=27068
PSPC1	PSPC1	paraspeckle component 1	55269	https://www.ncbi.nlm.nih.gov/gene/?term=55269
SPINT2	SPINT2	serine peptidase inhibitor, Kunitz type 2	10653	https://www.ncbi.nlm.nih.gov/gene/?term=10653
SRP19	SRP19	signal recognition particle 19	6728	https://www.ncbi.nlm.nih.gov/gene/?term=6728
CDC73	CDC73	cell division cycle 73	79577	https://www.ncbi.nlm.nih.gov/gene/?term=79577
SPAG7	SPAG7	sperm associated antigen 7	9552	https://www.ncbi.nlm.nih.gov/gene/?term=9552
GOLGA7	GOLGA7	golgin A7	51125	https://www.ncbi.nlm.nih.gov/gene/?term=51125
UBE2L3	UBE2L3	ubiquitin conjugating enzyme E2 L3	7332	https://www.ncbi.nlm.nih.gov/gene/?term=7332
VHL	VHL	von Hippel-Lindau tumor suppressor	7428	https://www.ncbi.nlm.nih.gov/gene/?term=7428
TOMM40	TOMM40	translocase of outer mitochondrial membrane 40	10452	https://www.ncbi.nlm.nih.gov/gene/?term=10452
ECH1	ECH1	enoyl-CoA hydratase 1	1891	https://www.ncbi.nlm.nih.gov/gene/?term=1891
DERA	DERA	deoxyribose-phosphate aldolase	51071	https://www.ncbi.nlm.nih.gov/gene/?term=51071
SRPRB	SRPRB	SRP receptor subunit beta	58477	https://www.ncbi.nlm.nih.gov/gene/?term=58477
PAFAH1B3	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	5050	https://www.ncbi.nlm.nih.gov/gene/?term=5050
CAMK2D	CAMK2D	calcium/calmodulin dependent protein kinase II delta	817	https://www.ncbi.nlm.nih.gov/gene/?term=817
ASF1A	ASF1A	anti-silencing function 1A histone chaperone	25842	https://www.ncbi.nlm.nih.gov/gene/?term=25842
EPSTI1	EPSTI1	epithelial stromal interaction 1	94240	https://www.ncbi.nlm.nih.gov/gene/?term=94240
SCFD1	SCFD1	sec1 family domain containing 1	23256	https://www.ncbi.nlm.nih.gov/gene/?term=23256
CLPP	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	8192	https://www.ncbi.nlm.nih.gov/gene/?term=8192
EIF4H	EIF4H	eukaryotic translation initiation factor 4H	7458	https://www.ncbi.nlm.nih.gov/gene/?term=7458
ADAM28	ADAM28	ADAM metallopeptidase domain 28	10863	https://www.ncbi.nlm.nih.gov/gene/?term=10863
MIA3	MIA3	MIA SH3 domain ER export factor 3	375056	https://www.ncbi.nlm.nih.gov/gene/?term=375056
C3orf38	C3orf38	chromosome 3 open reading frame 38	285237	https://www.ncbi.nlm.nih.gov/gene/?term=285237
PKM	PKM	pyruvate kinase M1/2	5315	https://www.ncbi.nlm.nih.gov/gene/?term=5315
NSL1	NSL1	NSL1 component of MIS12 kinetochore complex	25936	https://www.ncbi.nlm.nih.gov/gene/?term=25936
SYNGR2	SYNGR2	synaptogyrin 2	9144	https://www.ncbi.nlm.nih.gov/gene/?term=9144
RMDN1	RMDN1	regulator of microtubule dynamics 1	51115	https://www.ncbi.nlm.nih.gov/gene/?term=51115
SSR2	SSR2	signal sequence receptor subunit 2	6746	https://www.ncbi.nlm.nih.gov/gene/?term=6746
DNAJB9	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9	4189	https://www.ncbi.nlm.nih.gov/gene/?term=4189
ACAD8	ACAD8	acyl-CoA dehydrogenase family member 8	27034	https://www.ncbi.nlm.nih.gov/gene/?term=27034
SSR3	SSR3	signal sequence receptor subunit 3	6747	https://www.ncbi.nlm.nih.gov/gene/?term=6747
SF3B1	SF3B1	splicing factor 3b subunit 1	23451	https://www.ncbi.nlm.nih.gov/gene/?term=23451
ERLEC1	ERLEC1	endoplasmic reticulum lectin 1	27248	https://www.ncbi.nlm.nih.gov/gene/?term=27248
DCK	DCK	deoxycytidine kinase	1633	https://www.ncbi.nlm.nih.gov/gene/?term=1633
ACOT7	ACOT7	acyl-CoA thioesterase 7	11332	https://www.ncbi.nlm.nih.gov/gene/?term=11332
ADORA2B	ADORA2B	adenosine A2b receptor	136	https://www.ncbi.nlm.nih.gov/gene/?term=136
EBNA1BP2	EBNA1BP2	EBNA1 binding protein 2	10969	https://www.ncbi.nlm.nih.gov/gene/?term=10969
ERI3	ERI3	ERI1 exoribonuclease family member 3	79033	https://www.ncbi.nlm.nih.gov/gene/?term=79033
TMED3	TMED3	transmembrane p24 trafficking protein 3	23423	https://www.ncbi.nlm.nih.gov/gene/?term=23423
AP1S2	AP1S2	adaptor related protein complex 1 subunit sigma 2	8905	https://www.ncbi.nlm.nih.gov/gene/?term=8905
ZNF22	ZNF22	zinc finger protein 22	7570	https://www.ncbi.nlm.nih.gov/gene/?term=7570
SNAPIN	SNAPIN	SNAP associated protein	23557	https://www.ncbi.nlm.nih.gov/gene/?term=23557
PTCRA	PTCRA	pre T cell antigen receptor alpha	171558	https://www.ncbi.nlm.nih.gov/gene/?term=171558
CNOT2	CNOT2	CCR4-NOT transcription complex subunit 2	4848	https://www.ncbi.nlm.nih.gov/gene/?term=4848
FABP5	FABP5	fatty acid binding protein 5	2171	https://www.ncbi.nlm.nih.gov/gene/?term=2171
PSMD6	PSMD6	proteasome 26S subunit, non-ATPase 6	9861	https://www.ncbi.nlm.nih.gov/gene/?term=9861
MPLKIP	MPLKIP	M-phase specific PLK1 interacting protein	136647	https://www.ncbi.nlm.nih.gov/gene/?term=136647
PPP1R8	PPP1R8	protein phosphatase 1 regulatory subunit 8	5511	https://www.ncbi.nlm.nih.gov/gene/?term=5511
FUNDC1	FUNDC1	FUN14 domain containing 1	139341	https://www.ncbi.nlm.nih.gov/gene/?term=139341
IGFBP7	IGFBP7	insulin like growth factor binding protein 7	3490	https://www.ncbi.nlm.nih.gov/gene/?term=3490
ACO2	ACO2	aconitase 2	50	https://www.ncbi.nlm.nih.gov/gene/?term=50
GTF2B	GTF2B	general transcription factor IIB	2959	https://www.ncbi.nlm.nih.gov/gene/?term=2959
DENND1B	DENND1B	DENN domain containing 1B	163486	https://www.ncbi.nlm.nih.gov/gene/?term=163486
DBNL	DBNL	drebrin like	28988	https://www.ncbi.nlm.nih.gov/gene/?term=28988
IFT52	IFT52	intraflagellar transport 52	51098	https://www.ncbi.nlm.nih.gov/gene/?term=51098
PSMG2	PSMG2	proteasome assembly chaperone 2	56984	https://www.ncbi.nlm.nih.gov/gene/?term=56984
HSH2D	HSH2D	hematopoietic SH2 domain containing	84941	https://www.ncbi.nlm.nih.gov/gene/?term=84941
TMEM30A	TMEM30A	transmembrane protein 30A	55754	https://www.ncbi.nlm.nih.gov/gene/?term=55754
PAICS	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	10606	https://www.ncbi.nlm.nih.gov/gene/?term=10606
SNX2	SNX2	sorting nexin 2	6643	https://www.ncbi.nlm.nih.gov/gene/?term=6643
VAPA	VAPA	VAMP associated protein A	9218	https://www.ncbi.nlm.nih.gov/gene/?term=9218
CAPZB	CAPZB	capping actin protein of muscle Z-line subunit beta	832	https://www.ncbi.nlm.nih.gov/gene/?term=832
ITSN2	ITSN2	intersectin 2	50618	https://www.ncbi.nlm.nih.gov/gene/?term=50618
PEF1	PEF1	penta-EF-hand domain containing 1	553115	https://www.ncbi.nlm.nih.gov/gene/?term=553115
MRPL9	MRPL9	mitochondrial ribosomal protein L9	65005	https://www.ncbi.nlm.nih.gov/gene/?term=65005
EI24	EI24	EI24 autophagy associated transmembrane protein	9538	https://www.ncbi.nlm.nih.gov/gene/?term=9538
UBA5	UBA5	ubiquitin like modifier activating enzyme 5	79876	https://www.ncbi.nlm.nih.gov/gene/?term=79876
DST	DST	dystonin	667	https://www.ncbi.nlm.nih.gov/gene/?term=667
ALDH2	ALDH2	aldehyde dehydrogenase 2 family member	217	https://www.ncbi.nlm.nih.gov/gene/?term=217
DTWD1	DTWD1	DTW domain containing 1	56986	https://www.ncbi.nlm.nih.gov/gene/?term=56986
CHPT1	CHPT1	choline phosphotransferase 1	56994	https://www.ncbi.nlm.nih.gov/gene/?term=56994
ACTN1	ACTN1	actinin alpha 1	87	https://www.ncbi.nlm.nih.gov/gene/?term=87
PRR5	PRR5	proline rich 5	55615	https://www.ncbi.nlm.nih.gov/gene/?term=55615
VPS26A	VPS26A	VPS26 retromer complex component A	9559	https://www.ncbi.nlm.nih.gov/gene/?term=9559
RRM1	RRM1	ribonucleotide reductase catalytic subunit M1	6240	https://www.ncbi.nlm.nih.gov/gene/?term=6240
ANXA7	ANXA7	annexin A7	310	https://www.ncbi.nlm.nih.gov/gene/?term=310
PSMC6	PSMC6	proteasome 26S subunit, ATPase 6	5706	https://www.ncbi.nlm.nih.gov/gene/?term=5706
SAAL1	SAAL1	serum amyloid A like 1	113174	https://www.ncbi.nlm.nih.gov/gene/?term=113174
MFNG	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	4242	https://www.ncbi.nlm.nih.gov/gene/?term=4242
NNT	NNT	nicotinamide nucleotide transhydrogenase	23530	https://www.ncbi.nlm.nih.gov/gene/?term=23530
LMAN1	LMAN1	lectin, mannose binding 1	3998	https://www.ncbi.nlm.nih.gov/gene/?term=3998
MRPL22	MRPL22	mitochondrial ribosomal protein L22	29093	https://www.ncbi.nlm.nih.gov/gene/?term=29093
TSPAN15	TSPAN15	tetraspanin 15	23555	https://www.ncbi.nlm.nih.gov/gene/?term=23555
RDX	RDX	radixin	5962	https://www.ncbi.nlm.nih.gov/gene/?term=5962
CCDC47	CCDC47	coiled-coil domain containing 47	57003	https://www.ncbi.nlm.nih.gov/gene/?term=57003
LRBA	LRBA	LPS responsive beige-like anchor protein	987	https://www.ncbi.nlm.nih.gov/gene/?term=987
RGS1	RGS1	regulator of G protein signaling 1	5996	https://www.ncbi.nlm.nih.gov/gene/?term=5996
TXNDC5	TXNDC5	thioredoxin domain containing 5	81567	https://www.ncbi.nlm.nih.gov/gene/?term=81567
MAPK1IP1L	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	93487	https://www.ncbi.nlm.nih.gov/gene/?term=93487
TMEM19	TMEM19	transmembrane protein 19	55266	https://www.ncbi.nlm.nih.gov/gene/?term=55266
PSMC4	PSMC4	proteasome 26S subunit, ATPase 4	5704	https://www.ncbi.nlm.nih.gov/gene/?term=5704
UBE2V2	UBE2V2	ubiquitin conjugating enzyme E2 V2	7336	https://www.ncbi.nlm.nih.gov/gene/?term=7336
LSM14A	LSM14A	LSM14A mRNA processing body assembly factor	26065	https://www.ncbi.nlm.nih.gov/gene/?term=26065
HLA-DOA	HLA-DOA	major histocompatibility complex, class II, DO alpha	3111	https://www.ncbi.nlm.nih.gov/gene/?term=3111
HM13	HM13	histocompatibility minor 13	81502	https://www.ncbi.nlm.nih.gov/gene/?term=81502
MEN1	MEN1	menin 1	4221	https://www.ncbi.nlm.nih.gov/gene/?term=4221
PGAM1	PGAM1	phosphoglycerate mutase 1	5223	https://www.ncbi.nlm.nih.gov/gene/?term=5223
GLOD4	GLOD4	glyoxalase domain containing 4	51031	https://www.ncbi.nlm.nih.gov/gene/?term=51031
TMEM50B	TMEM50B	transmembrane protein 50B	757	https://www.ncbi.nlm.nih.gov/gene/?term=757
SEC13	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component	6396	https://www.ncbi.nlm.nih.gov/gene/?term=6396
HMGB1	HMGB1	high mobility group box 1	3146	https://www.ncbi.nlm.nih.gov/gene/?term=3146
MRPS23	MRPS23	mitochondrial ribosomal protein S23	51649	https://www.ncbi.nlm.nih.gov/gene/?term=51649
PDLIM2	PDLIM2	PDZ and LIM domain 2	64236	https://www.ncbi.nlm.nih.gov/gene/?term=64236
VRK1	VRK1	VRK serine/threonine kinase 1	7443	https://www.ncbi.nlm.nih.gov/gene/?term=7443
HSP90AB1	HSP90AB1	heat shock protein 90 alpha family class B member 1	3326	https://www.ncbi.nlm.nih.gov/gene/?term=3326
NAAA	NAAA	N-acylethanolamine acid amidase	27163	https://www.ncbi.nlm.nih.gov/gene/?term=27163
MTCH2	MTCH2	mitochondrial carrier 2	23788	https://www.ncbi.nlm.nih.gov/gene/?term=23788
METTL2A	METTL2A	methyltransferase 2A, tRNA N3-cytidine	339175	https://www.ncbi.nlm.nih.gov/gene/?term=339175
VPS72	VPS72	vacuolar protein sorting 72 homolog	6944	https://www.ncbi.nlm.nih.gov/gene/?term=6944
GRSF1	GRSF1	G-rich RNA sequence binding factor 1	2926	https://www.ncbi.nlm.nih.gov/gene/?term=2926
TADA3	TADA3	transcriptional adaptor 3	10474	https://www.ncbi.nlm.nih.gov/gene/?term=10474
TRIP6	TRIP6	thyroid hormone receptor interactor 6	7205	https://www.ncbi.nlm.nih.gov/gene/?term=7205
UBE2I	UBE2I	ubiquitin conjugating enzyme E2 I	7329	https://www.ncbi.nlm.nih.gov/gene/?term=7329
PIGP	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	51227	https://www.ncbi.nlm.nih.gov/gene/?term=51227
ARL6IP1	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1	23204	https://www.ncbi.nlm.nih.gov/gene/?term=23204
CFDP1	CFDP1	craniofacial development protein 1	10428	https://www.ncbi.nlm.nih.gov/gene/?term=10428
ISYNA1	ISYNA1	inositol-3-phosphate synthase 1	51477	https://www.ncbi.nlm.nih.gov/gene/?term=51477
CREB3	CREB3	cAMP responsive element binding protein 3	10488	https://www.ncbi.nlm.nih.gov/gene/?term=10488
DAPP1	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	27071	https://www.ncbi.nlm.nih.gov/gene/?term=27071
CCDC112	CCDC112	coiled-coil domain containing 112	153733	https://www.ncbi.nlm.nih.gov/gene/?term=153733
ELAVL1	ELAVL1	ELAV like RNA binding protein 1	1994	https://www.ncbi.nlm.nih.gov/gene/?term=1994
PRMT2	PRMT2	protein arginine methyltransferase 2	3275	https://www.ncbi.nlm.nih.gov/gene/?term=3275
DPH2	DPH2	diphthamide biosynthesis 2	1802	https://www.ncbi.nlm.nih.gov/gene/?term=1802
SDS	SDS	serine dehydratase	10993	https://www.ncbi.nlm.nih.gov/gene/?term=10993
TRIM22	TRIM22	tripartite motif containing 22	10346	https://www.ncbi.nlm.nih.gov/gene/?term=10346
IMPDH2	IMPDH2	inosine monophosphate dehydrogenase 2	3615	https://www.ncbi.nlm.nih.gov/gene/?term=3615
UBE2E1	UBE2E1	ubiquitin conjugating enzyme E2 E1	7324	https://www.ncbi.nlm.nih.gov/gene/?term=7324
GRWD1	GRWD1	glutamate rich WD repeat containing 1	83743	https://www.ncbi.nlm.nih.gov/gene/?term=83743
CHMP5	CHMP5	charged multivesicular body protein 5	51510	https://www.ncbi.nlm.nih.gov/gene/?term=51510
PDCD2L	PDCD2L	programmed cell death 2 like	84306	https://www.ncbi.nlm.nih.gov/gene/?term=84306
DYNC2LI1	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	51626	https://www.ncbi.nlm.nih.gov/gene/?term=51626
HADH	HADH	hydroxyacyl-CoA dehydrogenase	3033	https://www.ncbi.nlm.nih.gov/gene/?term=3033
TIFA	TIFA	TRAF interacting protein with forkhead associated domain	92610	https://www.ncbi.nlm.nih.gov/gene/?term=92610
SNX14	SNX14	sorting nexin 14	57231	https://www.ncbi.nlm.nih.gov/gene/?term=57231
CNDP2	CNDP2	carnosine dipeptidase 2	55748	https://www.ncbi.nlm.nih.gov/gene/?term=55748
EEF2	EEF2	eukaryotic translation elongation factor 2	1938	https://www.ncbi.nlm.nih.gov/gene/?term=1938
SRSF7	SRSF7	serine and arginine rich splicing factor 7	6432	https://www.ncbi.nlm.nih.gov/gene/?term=6432
FNTA	FNTA	farnesyltransferase, CAAX box, alpha	2339	https://www.ncbi.nlm.nih.gov/gene/?term=2339
TAF9	TAF9	TATA-box binding protein associated factor 9	6880	https://www.ncbi.nlm.nih.gov/gene/?term=6880
MIS18BP1	MIS18BP1	MIS18 binding protein 1	55320	https://www.ncbi.nlm.nih.gov/gene/?term=55320
PRKAG1	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1	5571	https://www.ncbi.nlm.nih.gov/gene/?term=5571
AKR1B1	AKR1B1	aldo-keto reductase family 1 member B	231	https://www.ncbi.nlm.nih.gov/gene/?term=231
XRCC5	XRCC5	X-ray repair cross complementing 5	7520	https://www.ncbi.nlm.nih.gov/gene/?term=7520
ADH5	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	https://www.ncbi.nlm.nih.gov/gene/?term=128
MRPS15	MRPS15	mitochondrial ribosomal protein S15	64960	https://www.ncbi.nlm.nih.gov/gene/?term=64960
ZNF580	ZNF580	zinc finger protein 580	51157	https://www.ncbi.nlm.nih.gov/gene/?term=51157
NT5C	NT5C	5', 3'-nucleotidase, cytosolic	30833	https://www.ncbi.nlm.nih.gov/gene/?term=30833
FGL2	FGL2	fibrinogen like 2	10875	https://www.ncbi.nlm.nih.gov/gene/?term=10875
MOSPD3	MOSPD3	motile sperm domain containing 3	64598	https://www.ncbi.nlm.nih.gov/gene/?term=64598
TOP1MT	TOP1MT	DNA topoisomerase I mitochondrial	116447	https://www.ncbi.nlm.nih.gov/gene/?term=116447
OTUB1	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1	55611	https://www.ncbi.nlm.nih.gov/gene/?term=55611
WARS2	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	10352	https://www.ncbi.nlm.nih.gov/gene/?term=10352
PSMB8	PSMB8	proteasome 20S subunit beta 8	5696	https://www.ncbi.nlm.nih.gov/gene/?term=5696
CNOT7	CNOT7	CCR4-NOT transcription complex subunit 7	29883	https://www.ncbi.nlm.nih.gov/gene/?term=29883
COPS6	COPS6	COP9 signalosome subunit 6	10980	https://www.ncbi.nlm.nih.gov/gene/?term=10980
TNFAIP8	TNFAIP8	TNF alpha induced protein 8	25816	https://www.ncbi.nlm.nih.gov/gene/?term=25816
DESI2	DESI2	desumoylating isopeptidase 2	51029	https://www.ncbi.nlm.nih.gov/gene/?term=51029
SPCS3	SPCS3	signal peptidase complex subunit 3	60559	https://www.ncbi.nlm.nih.gov/gene/?term=60559
HAVCR2	HAVCR2	hepatitis A virus cellular receptor 2	84868	https://www.ncbi.nlm.nih.gov/gene/?term=84868
QPRT	QPRT	quinolinate phosphoribosyltransferase	23475	https://www.ncbi.nlm.nih.gov/gene/?term=23475
ERP44	ERP44	endoplasmic reticulum protein 44	23071	https://www.ncbi.nlm.nih.gov/gene/?term=23071
UBE2E2	UBE2E2	ubiquitin conjugating enzyme E2 E2	7325	https://www.ncbi.nlm.nih.gov/gene/?term=7325
NME1	NME1	NME/NM23 nucleoside diphosphate kinase 1	4830	https://www.ncbi.nlm.nih.gov/gene/?term=4830
PRKAR1A	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	5573	https://www.ncbi.nlm.nih.gov/gene/?term=5573
RANBP1	RANBP1	RAN binding protein 1	5902	https://www.ncbi.nlm.nih.gov/gene/?term=5902
CDK4	CDK4	cyclin dependent kinase 4	1019	https://www.ncbi.nlm.nih.gov/gene/?term=1019
NANS	NANS	N-acetylneuraminate synthase	54187	https://www.ncbi.nlm.nih.gov/gene/?term=54187
IFT57	IFT57	intraflagellar transport 57	55081	https://www.ncbi.nlm.nih.gov/gene/?term=55081
SNRPB	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	6628	https://www.ncbi.nlm.nih.gov/gene/?term=6628
ABRACL	ABRACL	ABRA C-terminal like	58527	https://www.ncbi.nlm.nih.gov/gene/?term=58527
IARS2	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial	55699	https://www.ncbi.nlm.nih.gov/gene/?term=55699
NUTF2	NUTF2	nuclear transport factor 2	10204	https://www.ncbi.nlm.nih.gov/gene/?term=10204
COQ5	COQ5	coenzyme Q5, methyltransferase	84274	https://www.ncbi.nlm.nih.gov/gene/?term=84274
HNRNPA1	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	3178	https://www.ncbi.nlm.nih.gov/gene/?term=3178
ISOC1	ISOC1	isochorismatase domain containing 1	51015	https://www.ncbi.nlm.nih.gov/gene/?term=51015
HSDL2	HSDL2	hydroxysteroid dehydrogenase like 2	84263	https://www.ncbi.nlm.nih.gov/gene/?term=84263
COPS4	COPS4	COP9 signalosome subunit 4	51138	https://www.ncbi.nlm.nih.gov/gene/?term=51138
SDHD	SDHD	succinate dehydrogenase complex subunit D	6392	https://www.ncbi.nlm.nih.gov/gene/?term=6392
MZT1	MZT1	mitotic spindle organizing protein 1	440145	https://www.ncbi.nlm.nih.gov/gene/?term=440145
CXCR4	CXCR4	C-X-C motif chemokine receptor 4	7852	https://www.ncbi.nlm.nih.gov/gene/?term=7852
COX7A2L	COX7A2L	cytochrome c oxidase subunit 7A2 like	9167	https://www.ncbi.nlm.nih.gov/gene/?term=9167
UAP1	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	6675	https://www.ncbi.nlm.nih.gov/gene/?term=6675
RAB4A	RAB4A	RAB4A, member RAS oncogene family	5867	https://www.ncbi.nlm.nih.gov/gene/?term=5867
U2AF1L4	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	199746	https://www.ncbi.nlm.nih.gov/gene/?term=199746
LZTFL1	LZTFL1	leucine zipper transcription factor like 1	54585	https://www.ncbi.nlm.nih.gov/gene/?term=54585
AMZ2	AMZ2	archaelysin family metallopeptidase 2	51321	https://www.ncbi.nlm.nih.gov/gene/?term=51321
PA2G4	PA2G4	proliferation-associated 2G4	5036	https://www.ncbi.nlm.nih.gov/gene/?term=5036
TRMT112	TRMT112	tRNA methyltransferase activator subunit 11-2	51504	https://www.ncbi.nlm.nih.gov/gene/?term=51504
RPL22L1	RPL22L1	ribosomal protein L22 like 1	200916	https://www.ncbi.nlm.nih.gov/gene/?term=200916
BCAS4	BCAS4	breast carcinoma amplified sequence 4	55653	https://www.ncbi.nlm.nih.gov/gene/?term=55653
PSMD14	PSMD14	proteasome 26S subunit, non-ATPase 14	10213	https://www.ncbi.nlm.nih.gov/gene/?term=10213
BTG2	BTG2	BTG anti-proliferation factor 2	7832	https://www.ncbi.nlm.nih.gov/gene/?term=7832
COMMD8	COMMD8	COMM domain containing 8	54951	https://www.ncbi.nlm.nih.gov/gene/?term=54951
RAN	RAN	RAN, member RAS oncogene family	5901	https://www.ncbi.nlm.nih.gov/gene/?term=5901
SPATS2	SPATS2	spermatogenesis associated serine rich 2	65244	https://www.ncbi.nlm.nih.gov/gene/?term=65244
PHAX	PHAX	phosphorylated adaptor for RNA export	51808	https://www.ncbi.nlm.nih.gov/gene/?term=51808
SRD5A3	SRD5A3	steroid 5 alpha-reductase 3	79644	https://www.ncbi.nlm.nih.gov/gene/?term=79644
ENOPH1	ENOPH1	enolase-phosphatase 1	58478	https://www.ncbi.nlm.nih.gov/gene/?term=58478
SYPL1	SYPL1	synaptophysin like 1	6856	https://www.ncbi.nlm.nih.gov/gene/?term=6856
PFDN2	PFDN2	prefoldin subunit 2	5202	https://www.ncbi.nlm.nih.gov/gene/?term=5202
ARPC2	ARPC2	actin related protein 2/3 complex subunit 2	10109	https://www.ncbi.nlm.nih.gov/gene/?term=10109
HDAC3	HDAC3	histone deacetylase 3	8841	https://www.ncbi.nlm.nih.gov/gene/?term=8841
GABARAPL2	GABARAPL2	GABA type A receptor associated protein like 2	11345	https://www.ncbi.nlm.nih.gov/gene/?term=11345
ST13	ST13	ST13 Hsp70 interacting protein	6767	https://www.ncbi.nlm.nih.gov/gene/?term=6767
MAP2K6	MAP2K6	mitogen-activated protein kinase kinase 6	5608	https://www.ncbi.nlm.nih.gov/gene/?term=5608
REST	REST	RE1 silencing transcription factor	5978	https://www.ncbi.nlm.nih.gov/gene/?term=5978
CYB561A3	CYB561A3	cytochrome b561 family member A3	220002	https://www.ncbi.nlm.nih.gov/gene/?term=220002
