userId	geneSymbol	geneName	entrezgene	gLink
FLT3	FLT3	fms related receptor tyrosine kinase 3	2322	https://www.ncbi.nlm.nih.gov/gene/?term=2322
ARL5A	ARL5A	ADP ribosylation factor like GTPase 5A	26225	https://www.ncbi.nlm.nih.gov/gene/?term=26225
ZFAND1	ZFAND1	zinc finger AN1-type containing 1	79752	https://www.ncbi.nlm.nih.gov/gene/?term=79752
MIF4GD	MIF4GD	MIF4G domain containing	57409	https://www.ncbi.nlm.nih.gov/gene/?term=57409
HDAC2	HDAC2	histone deacetylase 2	3066	https://www.ncbi.nlm.nih.gov/gene/?term=3066
PTGES3	PTGES3	prostaglandin E synthase 3	10728	https://www.ncbi.nlm.nih.gov/gene/?term=10728
PSMD3	PSMD3	proteasome 26S subunit, non-ATPase 3	5709	https://www.ncbi.nlm.nih.gov/gene/?term=5709
SERBP1	SERBP1	SERPINE1 mRNA binding protein 1	26135	https://www.ncbi.nlm.nih.gov/gene/?term=26135
TMEM109	TMEM109	transmembrane protein 109	79073	https://www.ncbi.nlm.nih.gov/gene/?term=79073
DEGS1	DEGS1	delta 4-desaturase, sphingolipid 1	8560	https://www.ncbi.nlm.nih.gov/gene/?term=8560
DDOST	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	1650	https://www.ncbi.nlm.nih.gov/gene/?term=1650
NMI	NMI	N-myc and STAT interactor	9111	https://www.ncbi.nlm.nih.gov/gene/?term=9111
ARL2BP	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein	23568	https://www.ncbi.nlm.nih.gov/gene/?term=23568
PRPSAP2	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	5636	https://www.ncbi.nlm.nih.gov/gene/?term=5636
PAK1IP1	PAK1IP1	PAK1 interacting protein 1	55003	https://www.ncbi.nlm.nih.gov/gene/?term=55003
ANKRD26	ANKRD26	ankyrin repeat domain containing 26	22852	https://www.ncbi.nlm.nih.gov/gene/?term=22852
HINT1	HINT1	histidine triad nucleotide binding protein 1	3094	https://www.ncbi.nlm.nih.gov/gene/?term=3094
MGAT2	MGAT2	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4247	https://www.ncbi.nlm.nih.gov/gene/?term=4247
DUT	DUT	deoxyuridine triphosphatase	1854	https://www.ncbi.nlm.nih.gov/gene/?term=1854
IGLL5	IGLL5	immunoglobulin lambda like polypeptide 5	100423062	https://www.ncbi.nlm.nih.gov/gene/?term=100423062
CD79A	CD79A	CD79a molecule	973	https://www.ncbi.nlm.nih.gov/gene/?term=973
PSMA6	PSMA6	proteasome 20S subunit alpha 6	5687	https://www.ncbi.nlm.nih.gov/gene/?term=5687
AGPAT1	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	10554	https://www.ncbi.nlm.nih.gov/gene/?term=10554
ARHGDIB	ARHGDIB	Rho GDP dissociation inhibitor beta	397	https://www.ncbi.nlm.nih.gov/gene/?term=397
UNC119	UNC119	unc-119 lipid binding chaperone	9094	https://www.ncbi.nlm.nih.gov/gene/?term=9094
ENO1	ENO1	enolase 1	2023	https://www.ncbi.nlm.nih.gov/gene/?term=2023
CCDC26	CCDC26	CCDC26 long non-coding RNA	137196	https://www.ncbi.nlm.nih.gov/gene/?term=137196
GTF2A2	GTF2A2	general transcription factor IIA subunit 2	2958	https://www.ncbi.nlm.nih.gov/gene/?term=2958
PRDX3	PRDX3	peroxiredoxin 3	10935	https://www.ncbi.nlm.nih.gov/gene/?term=10935
SIGMAR1	SIGMAR1	sigma non-opioid intracellular receptor 1	10280	https://www.ncbi.nlm.nih.gov/gene/?term=10280
RSU1	RSU1	Ras suppressor protein 1	6251	https://www.ncbi.nlm.nih.gov/gene/?term=6251
IFRD1	IFRD1	interferon related developmental regulator 1	3475	https://www.ncbi.nlm.nih.gov/gene/?term=3475
EIF3M	EIF3M	eukaryotic translation initiation factor 3 subunit M	10480	https://www.ncbi.nlm.nih.gov/gene/?term=10480
DNAJC4	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	3338	https://www.ncbi.nlm.nih.gov/gene/?term=3338
CCT5	CCT5	chaperonin containing TCP1 subunit 5	22948	https://www.ncbi.nlm.nih.gov/gene/?term=22948
PSMF1	PSMF1	proteasome inhibitor subunit 1	9491	https://www.ncbi.nlm.nih.gov/gene/?term=9491
CST7	CST7	cystatin F	8530	https://www.ncbi.nlm.nih.gov/gene/?term=8530
GALK2	GALK2	galactokinase 2	2585	https://www.ncbi.nlm.nih.gov/gene/?term=2585
YWHAE	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	7531	https://www.ncbi.nlm.nih.gov/gene/?term=7531
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050	https://www.ncbi.nlm.nih.gov/gene/?term=6050
ATP6AP2	ATP6AP2	ATPase H+ transporting accessory protein 2	10159	https://www.ncbi.nlm.nih.gov/gene/?term=10159
TUBB	TUBB	tubulin beta class I	203068	https://www.ncbi.nlm.nih.gov/gene/?term=203068
NUB1	NUB1	negative regulator of ubiquitin like proteins 1	51667	https://www.ncbi.nlm.nih.gov/gene/?term=51667
TAP1	TAP1	transporter 1, ATP binding cassette subfamily B member	6890	https://www.ncbi.nlm.nih.gov/gene/?term=6890
LCP1	LCP1	lymphocyte cytosolic protein 1	3936	https://www.ncbi.nlm.nih.gov/gene/?term=3936
SUB1	SUB1	SUB1 regulator of transcription	10923	https://www.ncbi.nlm.nih.gov/gene/?term=10923
GCSAM	GCSAM	germinal center associated signaling and motility	257144	https://www.ncbi.nlm.nih.gov/gene/?term=257144
ZMPSTE24	ZMPSTE24	zinc metallopeptidase STE24	10269	https://www.ncbi.nlm.nih.gov/gene/?term=10269
TLR10	TLR10	toll like receptor 10	81793	https://www.ncbi.nlm.nih.gov/gene/?term=81793
MCMBP	MCMBP	minichromosome maintenance complex binding protein	79892	https://www.ncbi.nlm.nih.gov/gene/?term=79892
ECHDC1	ECHDC1	ethylmalonyl-CoA decarboxylase 1	55862	https://www.ncbi.nlm.nih.gov/gene/?term=55862
P2RY6	P2RY6	pyrimidinergic receptor P2Y6	5031	https://www.ncbi.nlm.nih.gov/gene/?term=5031
LYRM4	LYRM4	LYR motif containing 4	57128	https://www.ncbi.nlm.nih.gov/gene/?term=57128
SYNGR2	SYNGR2	synaptogyrin 2	9144	https://www.ncbi.nlm.nih.gov/gene/?term=9144
OSTC	OSTC	oligosaccharyltransferase complex non-catalytic subunit	58505	https://www.ncbi.nlm.nih.gov/gene/?term=58505
IL16	IL16	interleukin 16	3603	https://www.ncbi.nlm.nih.gov/gene/?term=3603
TMEM9B	TMEM9B	TMEM9 domain family member B	56674	https://www.ncbi.nlm.nih.gov/gene/?term=56674
RAP1B	RAP1B	RAP1B, member of RAS oncogene family	5908	https://www.ncbi.nlm.nih.gov/gene/?term=5908
VDAC2	VDAC2	voltage dependent anion channel 2	7417	https://www.ncbi.nlm.nih.gov/gene/?term=7417
TMEM14A	TMEM14A	transmembrane protein 14A	28978	https://www.ncbi.nlm.nih.gov/gene/?term=28978
CLNK	CLNK	cytokine dependent hematopoietic cell linker	116449	https://www.ncbi.nlm.nih.gov/gene/?term=116449
OCIAD1	OCIAD1	OCIA domain containing 1	54940	https://www.ncbi.nlm.nih.gov/gene/?term=54940
GRSF1	GRSF1	G-rich RNA sequence binding factor 1	2926	https://www.ncbi.nlm.nih.gov/gene/?term=2926
AP2M1	AP2M1	adaptor related protein complex 2 subunit mu 1	1173	https://www.ncbi.nlm.nih.gov/gene/?term=1173
EEF1G	EEF1G	eukaryotic translation elongation factor 1 gamma	1937	https://www.ncbi.nlm.nih.gov/gene/?term=1937
GNG7	GNG7	G protein subunit gamma 7	2788	https://www.ncbi.nlm.nih.gov/gene/?term=2788
MRPL3	MRPL3	mitochondrial ribosomal protein L3	11222	https://www.ncbi.nlm.nih.gov/gene/?term=11222
RAB32	RAB32	RAB32, member RAS oncogene family	10981	https://www.ncbi.nlm.nih.gov/gene/?term=10981
DCTPP1	DCTPP1	dCTP pyrophosphatase 1	79077	https://www.ncbi.nlm.nih.gov/gene/?term=79077
SPAG7	SPAG7	sperm associated antigen 7	9552	https://www.ncbi.nlm.nih.gov/gene/?term=9552
UGP2	UGP2	UDP-glucose pyrophosphorylase 2	7360	https://www.ncbi.nlm.nih.gov/gene/?term=7360
CLNS1A	CLNS1A	chloride nucleotide-sensitive channel 1A	1207	https://www.ncbi.nlm.nih.gov/gene/?term=1207
RARS2	RARS2	arginyl-tRNA synthetase 2, mitochondrial	57038	https://www.ncbi.nlm.nih.gov/gene/?term=57038
ELOVL5	ELOVL5	ELOVL fatty acid elongase 5	60481	https://www.ncbi.nlm.nih.gov/gene/?term=60481
NDUFB5	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	4711	https://www.ncbi.nlm.nih.gov/gene/?term=4711
PPP1R14A	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A	94274	https://www.ncbi.nlm.nih.gov/gene/?term=94274
TMED9	TMED9	transmembrane p24 trafficking protein 9	54732	https://www.ncbi.nlm.nih.gov/gene/?term=54732
MNDA	MNDA	myeloid cell nuclear differentiation antigen	4332	https://www.ncbi.nlm.nih.gov/gene/?term=4332
CRIP3	CRIP3	cysteine rich protein 3	401262	https://www.ncbi.nlm.nih.gov/gene/?term=401262
CD164	CD164	CD164 molecule	8763	https://www.ncbi.nlm.nih.gov/gene/?term=8763
CAPZA2	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2	830	https://www.ncbi.nlm.nih.gov/gene/?term=830
CMTM6	CMTM6	CKLF like MARVEL transmembrane domain containing 6	54918	https://www.ncbi.nlm.nih.gov/gene/?term=54918
MAP2K1	MAP2K1	mitogen-activated protein kinase kinase 1	5604	https://www.ncbi.nlm.nih.gov/gene/?term=5604
ZNF207	ZNF207	zinc finger protein 207	7756	https://www.ncbi.nlm.nih.gov/gene/?term=7756
PIGK	PIGK	phosphatidylinositol glycan anchor biosynthesis class K	10026	https://www.ncbi.nlm.nih.gov/gene/?term=10026
PABPC1	PABPC1	poly(A) binding protein cytoplasmic 1	26986	https://www.ncbi.nlm.nih.gov/gene/?term=26986
NIPA2	NIPA2	NIPA magnesium transporter 2	81614	https://www.ncbi.nlm.nih.gov/gene/?term=81614
ILF2	ILF2	interleukin enhancer binding factor 2	3608	https://www.ncbi.nlm.nih.gov/gene/?term=3608
SNRPA	SNRPA	small nuclear ribonucleoprotein polypeptide A	6626	https://www.ncbi.nlm.nih.gov/gene/?term=6626
C12orf75	C12orf75	chromosome 12 open reading frame 75	387882	https://www.ncbi.nlm.nih.gov/gene/?term=387882
VASP	VASP	vasodilator stimulated phosphoprotein	7408	https://www.ncbi.nlm.nih.gov/gene/?term=7408
TPD52	TPD52	tumor protein D52	7163	https://www.ncbi.nlm.nih.gov/gene/?term=7163
WDFY4	WDFY4	WDFY family member 4	57705	https://www.ncbi.nlm.nih.gov/gene/?term=57705
CCT3	CCT3	chaperonin containing TCP1 subunit 3	7203	https://www.ncbi.nlm.nih.gov/gene/?term=7203
BTG2	BTG2	BTG anti-proliferation factor 2	7832	https://www.ncbi.nlm.nih.gov/gene/?term=7832
APPL1	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	26060	https://www.ncbi.nlm.nih.gov/gene/?term=26060
MTMR14	MTMR14	myotubularin related protein 14	64419	https://www.ncbi.nlm.nih.gov/gene/?term=64419
SMIM14	SMIM14	small integral membrane protein 14	201895	https://www.ncbi.nlm.nih.gov/gene/?term=201895
THOC7	THOC7	THO complex subunit 7	80145	https://www.ncbi.nlm.nih.gov/gene/?term=80145
EEF2	EEF2	eukaryotic translation elongation factor 2	1938	https://www.ncbi.nlm.nih.gov/gene/?term=1938
DYNLL1	DYNLL1	dynein light chain LC8-type 1	8655	https://www.ncbi.nlm.nih.gov/gene/?term=8655
FKBP1B	FKBP1B	FKBP prolyl isomerase 1B	2281	https://www.ncbi.nlm.nih.gov/gene/?term=2281
SERINC3	SERINC3	serine incorporator 3	10955	https://www.ncbi.nlm.nih.gov/gene/?term=10955
MOB4	MOB4	MOB family member 4, phocein	25843	https://www.ncbi.nlm.nih.gov/gene/?term=25843
SLC25A39	SLC25A39	solute carrier family 25 member 39	51629	https://www.ncbi.nlm.nih.gov/gene/?term=51629
XRCC6	XRCC6	X-ray repair cross complementing 6	2547	https://www.ncbi.nlm.nih.gov/gene/?term=2547
ITGA4	ITGA4	integrin subunit alpha 4	3676	https://www.ncbi.nlm.nih.gov/gene/?term=3676
NOA1	NOA1	nitric oxide associated 1	84273	https://www.ncbi.nlm.nih.gov/gene/?term=84273
CSRP1	CSRP1	cysteine and glycine rich protein 1	1465	https://www.ncbi.nlm.nih.gov/gene/?term=1465
PARM1	PARM1	prostate androgen-regulated mucin-like protein 1	25849	https://www.ncbi.nlm.nih.gov/gene/?term=25849
CHCHD3	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	54927	https://www.ncbi.nlm.nih.gov/gene/?term=54927
BTF3	BTF3	basic transcription factor 3	689	https://www.ncbi.nlm.nih.gov/gene/?term=689
ASAP1	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	50807	https://www.ncbi.nlm.nih.gov/gene/?term=50807
MTHFD2	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	10797	https://www.ncbi.nlm.nih.gov/gene/?term=10797
EEF1B2	EEF1B2	eukaryotic translation elongation factor 1 beta 2	1933	https://www.ncbi.nlm.nih.gov/gene/?term=1933
ARPC2	ARPC2	actin related protein 2/3 complex subunit 2	10109	https://www.ncbi.nlm.nih.gov/gene/?term=10109
ABHD14A	ABHD14A	abhydrolase domain containing 14A	25864	https://www.ncbi.nlm.nih.gov/gene/?term=25864
TMX3	TMX3	thioredoxin related transmembrane protein 3	54495	https://www.ncbi.nlm.nih.gov/gene/?term=54495
MZB1	MZB1	marginal zone B and B1 cell specific protein	51237	https://www.ncbi.nlm.nih.gov/gene/?term=51237
CCDC106	CCDC106	coiled-coil domain containing 106	29903	https://www.ncbi.nlm.nih.gov/gene/?term=29903
KHDRBS1	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	10657	https://www.ncbi.nlm.nih.gov/gene/?term=10657
DAXX	DAXX	death domain associated protein	1616	https://www.ncbi.nlm.nih.gov/gene/?term=1616
HLA-DOA	HLA-DOA	major histocompatibility complex, class II, DO alpha	3111	https://www.ncbi.nlm.nih.gov/gene/?term=3111
PRDX4	PRDX4	peroxiredoxin 4	10549	https://www.ncbi.nlm.nih.gov/gene/?term=10549
ACSL5	ACSL5	acyl-CoA synthetase long chain family member 5	51703	https://www.ncbi.nlm.nih.gov/gene/?term=51703
SEC11A	SEC11A	SEC11 homolog A, signal peptidase complex subunit	23478	https://www.ncbi.nlm.nih.gov/gene/?term=23478
SEC23IP	SEC23IP	SEC23 interacting protein	11196	https://www.ncbi.nlm.nih.gov/gene/?term=11196
BRK1	BRK1	BRICK1 subunit of SCAR/WAVE actin nucleating complex	55845	https://www.ncbi.nlm.nih.gov/gene/?term=55845
EIF4G2	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	1982	https://www.ncbi.nlm.nih.gov/gene/?term=1982
ALDH2	ALDH2	aldehyde dehydrogenase 2 family member	217	https://www.ncbi.nlm.nih.gov/gene/?term=217
PQBP1	PQBP1	polyglutamine binding protein 1	10084	https://www.ncbi.nlm.nih.gov/gene/?term=10084
PRPSAP1	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	5635	https://www.ncbi.nlm.nih.gov/gene/?term=5635
PPA2	PPA2	inorganic pyrophosphatase 2	27068	https://www.ncbi.nlm.nih.gov/gene/?term=27068
GSTM4	GSTM4	glutathione S-transferase mu 4	2948	https://www.ncbi.nlm.nih.gov/gene/?term=2948
CDC123	CDC123	cell division cycle 123	8872	https://www.ncbi.nlm.nih.gov/gene/?term=8872
ECSIT	ECSIT	ECSIT signaling integrator	51295	https://www.ncbi.nlm.nih.gov/gene/?term=51295
COX11	COX11	cytochrome c oxidase copper chaperone COX11	1353	https://www.ncbi.nlm.nih.gov/gene/?term=1353
NDUFS4	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	4724	https://www.ncbi.nlm.nih.gov/gene/?term=4724
PPP2CA	PPP2CA	protein phosphatase 2 catalytic subunit alpha	5515	https://www.ncbi.nlm.nih.gov/gene/?term=5515
PPP1R11	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11	6992	https://www.ncbi.nlm.nih.gov/gene/?term=6992
UBL7	UBL7	ubiquitin like 7	84993	https://www.ncbi.nlm.nih.gov/gene/?term=84993
FIBP	FIBP	FGF1 intracellular binding protein	9158	https://www.ncbi.nlm.nih.gov/gene/?term=9158
ATXN10	ATXN10	ataxin 10	25814	https://www.ncbi.nlm.nih.gov/gene/?term=25814
PLRG1	PLRG1	pleiotropic regulator 1	5356	https://www.ncbi.nlm.nih.gov/gene/?term=5356
SRP72	SRP72	signal recognition particle 72	6731	https://www.ncbi.nlm.nih.gov/gene/?term=6731
SMARCB1	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	6598	https://www.ncbi.nlm.nih.gov/gene/?term=6598
SRSF3	SRSF3	serine and arginine rich splicing factor 3	6428	https://www.ncbi.nlm.nih.gov/gene/?term=6428
CYC1	CYC1	cytochrome c1	1537	https://www.ncbi.nlm.nih.gov/gene/?term=1537
CCNH	CCNH	cyclin H	902	https://www.ncbi.nlm.nih.gov/gene/?term=902
TTC1	TTC1	tetratricopeptide repeat domain 1	7265	https://www.ncbi.nlm.nih.gov/gene/?term=7265
HMGB1	HMGB1	high mobility group box 1	3146	https://www.ncbi.nlm.nih.gov/gene/?term=3146
MDH1	MDH1	malate dehydrogenase 1	4190	https://www.ncbi.nlm.nih.gov/gene/?term=4190
NOP58	NOP58	NOP58 ribonucleoprotein	51602	https://www.ncbi.nlm.nih.gov/gene/?term=51602
GLO1	GLO1	glyoxalase I	2739	https://www.ncbi.nlm.nih.gov/gene/?term=2739
FAM136A	FAM136A	family with sequence similarity 136 member A	84908	https://www.ncbi.nlm.nih.gov/gene/?term=84908
MZT2A	MZT2A	mitotic spindle organizing protein 2A	653784	https://www.ncbi.nlm.nih.gov/gene/?term=653784
VOPP1	VOPP1	VOPP1 WW domain binding protein	81552	https://www.ncbi.nlm.nih.gov/gene/?term=81552
WTAP	WTAP	WT1 associated protein	9589	https://www.ncbi.nlm.nih.gov/gene/?term=9589
CCNDBP1	CCNDBP1	cyclin D1 binding protein 1	23582	https://www.ncbi.nlm.nih.gov/gene/?term=23582
BANK1	BANK1	B cell scaffold protein with ankyrin repeats 1	55024	https://www.ncbi.nlm.nih.gov/gene/?term=55024
ATRAID	ATRAID	all-trans retinoic acid induced differentiation factor	51374	https://www.ncbi.nlm.nih.gov/gene/?term=51374
RBMX	RBMX	RNA binding motif protein X-linked	27316	https://www.ncbi.nlm.nih.gov/gene/?term=27316
IGBP1	IGBP1	immunoglobulin binding protein 1	3476	https://www.ncbi.nlm.nih.gov/gene/?term=3476
ATF1	ATF1	activating transcription factor 1	466	https://www.ncbi.nlm.nih.gov/gene/?term=466
NAA20	NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit	51126	https://www.ncbi.nlm.nih.gov/gene/?term=51126
CCNI	CCNI	cyclin I	10983	https://www.ncbi.nlm.nih.gov/gene/?term=10983
NDUFA4	NDUFA4	NDUFA4 mitochondrial complex associated	4697	https://www.ncbi.nlm.nih.gov/gene/?term=4697
PRPF38B	PRPF38B	pre-mRNA processing factor 38B	55119	https://www.ncbi.nlm.nih.gov/gene/?term=55119
ETFA	ETFA	electron transfer flavoprotein subunit alpha	2108	https://www.ncbi.nlm.nih.gov/gene/?term=2108
ZCRB1	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1	85437	https://www.ncbi.nlm.nih.gov/gene/?term=85437
GADD45B	GADD45B	growth arrest and DNA damage inducible beta	4616	https://www.ncbi.nlm.nih.gov/gene/?term=4616
ADAM8	ADAM8	ADAM metallopeptidase domain 8	101	https://www.ncbi.nlm.nih.gov/gene/?term=101
SMS	SMS	spermine synthase	6611	https://www.ncbi.nlm.nih.gov/gene/?term=6611
NCOA4	NCOA4	nuclear receptor coactivator 4	8031	https://www.ncbi.nlm.nih.gov/gene/?term=8031
PPIE	PPIE	peptidylprolyl isomerase E	10450	https://www.ncbi.nlm.nih.gov/gene/?term=10450
CAPN2	CAPN2	calpain 2	824	https://www.ncbi.nlm.nih.gov/gene/?term=824
LSM14A	LSM14A	LSM14A mRNA processing body assembly factor	26065	https://www.ncbi.nlm.nih.gov/gene/?term=26065
GLIPR1	GLIPR1	GLI pathogenesis related 1	11010	https://www.ncbi.nlm.nih.gov/gene/?term=11010
SKP1	SKP1	S-phase kinase associated protein 1	6500	https://www.ncbi.nlm.nih.gov/gene/?term=6500
RALY	RALY	RALY heterogeneous nuclear ribonucleoprotein	22913	https://www.ncbi.nlm.nih.gov/gene/?term=22913
PON2	PON2	paraoxonase 2	5445	https://www.ncbi.nlm.nih.gov/gene/?term=5445
SUMO2	SUMO2	small ubiquitin like modifier 2	6613	https://www.ncbi.nlm.nih.gov/gene/?term=6613
CPSF3	CPSF3	cleavage and polyadenylation specific factor 3	51692	https://www.ncbi.nlm.nih.gov/gene/?term=51692
COPS2	COPS2	COP9 signalosome subunit 2	9318	https://www.ncbi.nlm.nih.gov/gene/?term=9318
PSME1	PSME1	proteasome activator subunit 1	5720	https://www.ncbi.nlm.nih.gov/gene/?term=5720
DYNLRB1	DYNLRB1	dynein light chain roadblock-type 1	83658	https://www.ncbi.nlm.nih.gov/gene/?term=83658
NCOR1	NCOR1	nuclear receptor corepressor 1	9611	https://www.ncbi.nlm.nih.gov/gene/?term=9611
PPP1R12A	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	4659	https://www.ncbi.nlm.nih.gov/gene/?term=4659
CNOT6L	CNOT6L	CCR4-NOT transcription complex subunit 6 like	246175	https://www.ncbi.nlm.nih.gov/gene/?term=246175
HNRNPA0	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	10949	https://www.ncbi.nlm.nih.gov/gene/?term=10949
GNA12	GNA12	G protein subunit alpha 12	2768	https://www.ncbi.nlm.nih.gov/gene/?term=2768
WDSUB1	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	151525	https://www.ncbi.nlm.nih.gov/gene/?term=151525
RAB33A	RAB33A	RAB33A, member RAS oncogene family	9363	https://www.ncbi.nlm.nih.gov/gene/?term=9363
PDCD6	PDCD6	programmed cell death 6	10016	https://www.ncbi.nlm.nih.gov/gene/?term=10016
ARPC1A	ARPC1A	actin related protein 2/3 complex subunit 1A	10552	https://www.ncbi.nlm.nih.gov/gene/?term=10552
CDKN1B	CDKN1B	cyclin dependent kinase inhibitor 1B	1027	https://www.ncbi.nlm.nih.gov/gene/?term=1027
PPHLN1	PPHLN1	periphilin 1	51535	https://www.ncbi.nlm.nih.gov/gene/?term=51535
MSL3	MSL3	MSL complex subunit 3	10943	https://www.ncbi.nlm.nih.gov/gene/?term=10943
CDC42EP1	CDC42EP1	CDC42 effector protein 1	11135	https://www.ncbi.nlm.nih.gov/gene/?term=11135
NGLY1	NGLY1	N-glycanase 1	55768	https://www.ncbi.nlm.nih.gov/gene/?term=55768
TIMM9	TIMM9	translocase of inner mitochondrial membrane 9	26520	https://www.ncbi.nlm.nih.gov/gene/?term=26520
PDIA6	PDIA6	protein disulfide isomerase family A member 6	10130	https://www.ncbi.nlm.nih.gov/gene/?term=10130
TPM4	TPM4	tropomyosin 4	7171	https://www.ncbi.nlm.nih.gov/gene/?term=7171
RAB4A	RAB4A	RAB4A, member RAS oncogene family	5867	https://www.ncbi.nlm.nih.gov/gene/?term=5867
GGPS1	GGPS1	geranylgeranyl diphosphate synthase 1	9453	https://www.ncbi.nlm.nih.gov/gene/?term=9453
TACSTD2	TACSTD2	tumor associated calcium signal transducer 2	4070	https://www.ncbi.nlm.nih.gov/gene/?term=4070
ARMC8	ARMC8	armadillo repeat containing 8	25852	https://www.ncbi.nlm.nih.gov/gene/?term=25852
AP1S1	AP1S1	adaptor related protein complex 1 subunit sigma 1	1174	https://www.ncbi.nlm.nih.gov/gene/?term=1174
RNF2	RNF2	ring finger protein 2	6045	https://www.ncbi.nlm.nih.gov/gene/?term=6045
STMN1	STMN1	stathmin 1	3925	https://www.ncbi.nlm.nih.gov/gene/?term=3925
BIN1	BIN1	bridging integrator 1	274	https://www.ncbi.nlm.nih.gov/gene/?term=274
ACOT2	ACOT2	acyl-CoA thioesterase 2	10965	https://www.ncbi.nlm.nih.gov/gene/?term=10965
NDUFA8	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	4702	https://www.ncbi.nlm.nih.gov/gene/?term=4702
TMEM43	TMEM43	transmembrane protein 43	79188	https://www.ncbi.nlm.nih.gov/gene/?term=79188
RHOA	RHOA	ras homolog family member A	387	https://www.ncbi.nlm.nih.gov/gene/?term=387
CSDE1	CSDE1	cold shock domain containing E1	7812	https://www.ncbi.nlm.nih.gov/gene/?term=7812
PPM1M	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M	132160	https://www.ncbi.nlm.nih.gov/gene/?term=132160
ACSF2	ACSF2	acyl-CoA synthetase family member 2	80221	https://www.ncbi.nlm.nih.gov/gene/?term=80221
CD38	CD38	CD38 molecule	952	https://www.ncbi.nlm.nih.gov/gene/?term=952
ARF3	ARF3	ADP ribosylation factor 3	377	https://www.ncbi.nlm.nih.gov/gene/?term=377
KCNK6	KCNK6	potassium two pore domain channel subfamily K member 6	9424	https://www.ncbi.nlm.nih.gov/gene/?term=9424
PSMC6	PSMC6	proteasome 26S subunit, ATPase 6	5706	https://www.ncbi.nlm.nih.gov/gene/?term=5706
IDH3A	IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	3419	https://www.ncbi.nlm.nih.gov/gene/?term=3419
ZNF32	ZNF32	zinc finger protein 32	7580	https://www.ncbi.nlm.nih.gov/gene/?term=7580
NACA2	NACA2	nascent polypeptide associated complex subunit alpha 2	342538	https://www.ncbi.nlm.nih.gov/gene/?term=342538
RNPEP	RNPEP	arginyl aminopeptidase	6051	https://www.ncbi.nlm.nih.gov/gene/?term=6051
MAPK1IP1L	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	93487	https://www.ncbi.nlm.nih.gov/gene/?term=93487
PLEK	PLEK	pleckstrin	5341	https://www.ncbi.nlm.nih.gov/gene/?term=5341
APEX1	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	328	https://www.ncbi.nlm.nih.gov/gene/?term=328
CDK2AP2	CDK2AP2	cyclin dependent kinase 2 associated protein 2	10263	https://www.ncbi.nlm.nih.gov/gene/?term=10263
CD86	CD86	CD86 molecule	942	https://www.ncbi.nlm.nih.gov/gene/?term=942
ACTG1	ACTG1	actin gamma 1	71	https://www.ncbi.nlm.nih.gov/gene/?term=71
TXN2	TXN2	thioredoxin 2	25828	https://www.ncbi.nlm.nih.gov/gene/?term=25828
PSMD8	PSMD8	proteasome 26S subunit, non-ATPase 8	5714	https://www.ncbi.nlm.nih.gov/gene/?term=5714
DCAF13	DCAF13	DDB1 and CUL4 associated factor 13	25879	https://www.ncbi.nlm.nih.gov/gene/?term=25879
RAC2	RAC2	Rac family small GTPase 2	5880	https://www.ncbi.nlm.nih.gov/gene/?term=5880
EIF1B	EIF1B	eukaryotic translation initiation factor 1B	10289	https://www.ncbi.nlm.nih.gov/gene/?term=10289
